Date,Close
3/6/2019 16:00:00,219.23
3/7/2019 16:00:00,216.79
3/8/2019 16:00:00,227.82
3/11/2019 16:00:00,229.69
3/12/2019 16:00:00,232.96
3/13/2019 16:00:00,236.38
3/14/2019 16:00:00,233.84
3/15/2019 16:00:00,233.6
3/18/2019 16:00:00,236.59
3/19/2019 16:00:00,237.05
3/20/2019 16:00:00,236.98
3/21/2019 16:00:00,239.54
3/22/2019 16:00:00,237.56
3/25/2019 16:00:00,236.97
3/26/2019 16:00:00,239.07
3/27/2019 16:00:00,239.41
3/28/2019 16:00:00,241.22
3/29/2019 16:00:00,242.14
4/1/2019 16:00:00,244.19
